index,instruction,text,finetunetext
1425,Are rights violated solely due to involvement in the Kumari tradition?,"According to Case No. 3581 of the Year 2005, it cannot be deemed that the fundamental rights guaranteed by the Interim Constitution of Nepal, 2007, and the rights guaranteed by international child and human rights conventions have been violated merely because a child is a Kumari.","Rights violation: Not solely due to Kumari involvement, constitutional and international rights. Case reference: Case No. 3581 of Year 2005."
1426,What is the executive's responsibility in empowering rights within traditions?,"Case No. 3581 of the Year 2005 mandates that the Executive should create awareness in society through programs and should empower people to exercise their rights, especially when traditions or customs might hinder their exercise.","Executive's responsibility: Create awareness, empower rights within traditions. Case reference: Case No. 3581 of Year 2005."
1427,What legal recourse is available if a Kumari is denied education or healthcare?,"Based on Case No. 3581 of the Year 2005, denying a Kumari access to education or healthcare would be considered a violation of her fundamental rights. The court's emphasis on upholding constitutional and international rights, even within cultural contexts, provides a legal basis for challenging such denial.","Legal recourse: Denial violates rights, legal basis for challenge. Case reference: Case No. 3581 of Year 2005."
1428,How do rulings address cultural traditions vs. fundamental rights?,Case No. 3581 of the Year 2005 addressed this conflict by recognizing the importance of cultural customs like the Kumari tradition while emphasizing that they cannot violate constitutional or international rights. The court's directive for the executive to promote awareness and empowerment highlights the need to balance tradition and individual rights.,"Traditions vs. rights: Recognize customs, cannot violate rights, balance needed. Case reference: Case No. 3581 of Year 2005."
1429,What is the role of education in ensuring rights within cultural traditions?,"Although not explicitly stated, Case No. 3581 of the Year 2005 implies a role for social awareness and education in protecting fundamental rights. The court's directive for the executive to create awareness programs suggests that education and public discourse are crucial for ensuring that cultural traditions do not infringe upon individual rights.","Education's role: Protect rights, awareness programs, crucial for discourse. Case reference: Case No. 3581 of Year 2005 (implied)."
1430,What legal arguments can be made against denying rights based on culture?,"Based on Case No. 3581 of the Year 2005, denying fundamental rights based on cultural identity or traditional role can be challenged. The court's emphasis on upholding constitutional and international rights, regardless of cultural background, provides a legal basis for arguing against such discrimination.","Arguments against cultural denial of rights: Can be challenged, emphasis on upholding rights regardless of culture. Case reference: Case No. 3581 of Year 2005."
1431,How does the legal system balance culture and rights for Kumaris' education?,"The legal system ensures that cultural traditions do not override fundamental rights guaranteed by the constitution. If a tradition does not explicitly violate these rights, it can be recognized. In the case of a Kumari's education, if no law prohibits it, the right to education is upheld. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al.","Balancing culture and rights: Traditions cannot override rights, Kumari education upheld if not prohibited. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al."
1432,What is the court's role in protecting children's rights affected by culture?,"The court can intervene if a child's rights are violated by laws or administrative orders. However, if rights are not exercised due to customs, the court emphasizes awareness and empowerment through executive programs. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al.","Court's role in cultural context: Intervene for violations, emphasize awareness for unexercised rights. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al."
1433,When are cultural practices like the Kumari tradition legally recognized?,"Cultural practices are recognized as long as they do not violate rights guaranteed by the constitution or international conventions. The custom of Kumari is considered part of the religious and cultural practices of a specific ethnic group. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al.","Recognizing cultural practices: If no violation of rights, Kumari as religious practice. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al."
1434,How does the court assess Kumari tradition's impact on children's rights?,"The court assesses whether the tradition involves forced labor or other forms of exploitation. Since Kumaris accept offerings and are revered, it is deemed that the tradition does not inherently violate children's rights. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al.","Assessing Kumari tradition: No forced labor, offerings and reverence, no inherent violation. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al."
1435,What is the legal stance on children's rights within cultural traditions?,"The legal stance is that fundamental rights, as guaranteed by the constitution and international conventions, must be upheld. A child's participation in a cultural tradition does not automatically imply a violation of these rights. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al.","Legal stance on children's rights: Fundamental rights upheld, participation does not imply violation. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al."
1436,What is the government's role in ensuring children's rights within cultural contexts?,"The government is responsible for creating awareness and empowering individuals to exercise their rights, especially when cultural traditions might influence their choices. This involves educational programs and societal awareness campaigns. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al.","Government's role: Create awareness, empower rights exercise, address cultural influence. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al."
1437,What principles guide the court in assessing cultural practices and rights?,"The court is guided by the principle that fundamental rights, as enshrined in the constitution and international conventions, take precedence. Cultural practices are scrutinized to ensure they do not violate these rights. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al.","Guiding principles: Fundamental rights precedence, scrutinize practices for violations. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al."
1438,How does the court balance education rights with cultural traditions?,"The court ensures that the right to education is not violated by cultural traditions. If no explicit legal prohibition exists, the right to education is upheld. Awareness and empowerment are promoted to ensure individuals can exercise this right. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al.","Balancing education and culture: Right to education upheld, awareness and empowerment promoted. Case reference: Advocate Puna Devi Maharjan “Sujan” v. the Government of Nepal, The Office of the Prime Minister and Council of Ministers, et al."
1439,What legal provisions apply in human trafficking cases?,"The Human Trafficking and Transportation (Control) Act, 2064, and the National Penal Code, 2074, are applied. Specifically, sections 4(1) and 225(2) are relevant. Case reference: Case involving the trafficking of a 15-year-old girl.","Legal provisions in trafficking: Human Trafficking Act, 2064, and Penal Code, 2074, sections 4(1) and 225(2). Case reference: 15-year-old girl trafficking case."
1440,How does the court handle recanted witness statements in trafficking cases?,The court generally relies on the initial statements if they were properly recorded and certified by authorized officials. Later recantations are not given much weight unless there is substantial evidence to support them. Case reference: Case where certified statements were upheld despite later denials.,"Recanted statements: Rely on initial if certified, recantations need substantial evidence. Case reference: Certified statements upheld despite denials."
1441,What factors influence sentencing in minor trafficking cases?,"Factors influencing sentencing include the role of the individual in the trafficking, the age of the victim, and the severity of the exploitation. The court weighs these factors to determine an appropriate sentence, prioritizing the protection of minors. Case reference: Case resulting in sentences of 12 years and 3 years 6 months for trafficking a minor.","Sentencing factors in minor trafficking: Individual's role, victim's age, severity of exploitation, prioritize protection. Case reference: Sentences of 12 years and 3 years 6 months."
1442,How does involvement level affect sentencing in trafficking?,"Sentences vary based on the individual's role and level of involvement. Higher involvement, such as leading the trafficking operation, results in longer prison terms. Lower involvement may result in shorter terms. Case reference: Case where defendants received sentences of 12 years and 3 years 6 months, reflecting different levels of participation.","Involvement level and sentencing: Higher involvement, longer terms; lower involvement, shorter terms. Case reference: Sentences of 12 years and 3 years 6 months."
1443,How to challenge a lower court's decision in a trafficking case?,"The legal process involves filing an appeal with a higher court, presenting arguments against the lower court's decision. The higher court reviews the evidence and legal provisions to determine if the lower court's decision should be upheld or overturned. Case reference: Case involving an appeal against a lower court's decision in a human trafficking case.","Challenging lower court decisions: File appeal, present arguments, higher court reviews evidence. Case reference: Appeal in a trafficking case."
1444,How does the court handle claims of coerced statements?,"The court requires substantial evidence to support claims of coercion. If initial statements were properly recorded and certified, they are considered valid unless proven otherwise. Case reference: Case where certified statements were upheld despite later claims of their inaccuracy.","Coerced statements: Require substantial evidence, certified statements valid unless proven otherwise. Case reference: Certified statements upheld despite claims."
1445,What are the typical punishments for trafficking minors?,"Typical punishments include imprisonment, with the length varying based on the severity of the offense and the role of the accused. Case reference: Case where defendants received sentences of 12 years and 3 years 6 months for trafficking a minor.","Punishments for minor trafficking: Imprisonment, length varies based on severity and role. Case reference: Sentences of 12 years and 3 years 6 months."
1446,How does the court ensure reliable witness statements in trafficking trials?,"The court relies on officially recorded and certified statements. If a statement is properly documented and certified by authorized officials, it is considered reliable unless proven otherwise. The court also considers the circumstances under which the statements were made. Case reference: Case where certified statements were considered valid evidence.","Reliable witness statements: Officially recorded and certified, considered reliable unless proven otherwise. Case reference: Certified statements as valid evidence."
1447,What is the court's stance on custodial rape and child abuse?,"According to Case No. 0479 of the Year 2007, custodial rape and child abuse by a pedophile are grave offenses. The court emphasized that in such cases, the Appellate Court should not intervene in the punishment meted out by the District Court.","Custodial rape and child abuse: Grave offenses, Appellate Court should not intervene in punishment. Case reference: Case No. 0479 of Year 2007."
1448,How do court decisions address arbitrary sentence reduction in rape and child abuse cases?,"Case No. 0479 of the Year 2007 found that the Appellate Court's reduction of a sentence without grounds was arbitrary. The court criticized the Appellate Court for acting like an 'authoritative regime' and being ignorant of sentencing policy, especially in grave crimes like rape and child abuse.",Arbitrary sentence reduction: Criticized as arbitrary and ignorant of policy. Case reference: Case No. 0479 of Year 2007.
1449,What factors determine sentencing in rape and child abuse cases?,"According to Case No. 0479 of the Year 2007, the gravity of the crime, damage caused to the victim, repetition of the crime, victim's condition, volume, and modus operandi of the crime should be considered. The legislature has prescribed a discretionary provision for minimum seven years and a maximum of 10 years imprisonment.","Sentencing factors in rape and abuse: Gravity, damage, repetition, victim condition, modus operandi, 7-10 years imprisonment. Case reference: Case No. 0479 of Year 2007."
1450,How should rape sentencing reflect its nature as a crime against humanity?,"Case No. 0479 of the Year 2007 considers rape a heinous and grave crime against women and humanity. The court emphasized that sentences should be reasonable and based on the gravity of the crime and damage caused to the victim, criticizing the Appellate Court for reducing sentences without sufficient grounds.","Rape sentencing: Reflect gravity and damage, criticize arbitrary reduction. Case reference: Case No. 0479 of Year 2007."
1451,What compensation can rape victims receive from the perpetrator?,"According to Case No. 0479 of the Year 2007, rape victims are entitled to half the share of the perpetrator’s property as compensation, pursuant to Section 10 of the Chapter of Partition. This compensation is in lieu of the long-term effects of the crime on the victim's family, as well as human, psychosocial, physical, intellectual, and economic effects.",Rape victim compensation: Entitled to half of perpetrator's property. Case reference: Case No. 0479 of Year 2007.
1452,How is property compensation handled for minor rape victims?,"Case No. 0479 of the Year 2007 highlights that the court should inform the victim of their decision and implement it. Minor victims, who are not family members and may lack knowledge of the perpetrator's property, should not be burdened with submitting applications or disclosures. The court should take proactive steps to ensure compensation.","Minor victim compensation: Court informs and implements, proactive steps to ensure compensation. Case reference: Case No. 0479 of Year 2007."
1453,Why can a rape victim kill the perpetrator within one hour?,"According to Case No. 0479 of the Year 2007, this right is guaranteed to women by the legislature to protect their dignity, which is an inviolable right. The court recognizes that rape is a heinous crime, and this provision is a means of protecting the victim's fundamental right to dignity.","Justification for killing perpetrator: Protect victim's dignity, inviolable right. Case reference: Case No. 0479 of Year 2007."
1454,What recourse is available for minors facing repeated sexual abuse?,"Based on Case No. 0479 of the Year 2007, a minor facing such abuse can seek legal recourse. The court's strong stance against custodial rape and child abuse, particularly by a pedophile, suggests that legal action can be taken to protect the minor and ensure severe punishment for the perpetrator.","Recourse for repeated abuse: Legal action to protect minor, ensure severe punishment. Case reference: Case No. 0479 of Year 2007."
1455,How do precedents address appellate courts' responsibility towards vulnerable victims?,"Case No. 0479 of the Year 2007 highlights the responsibility of appellate courts to uphold justice and fairness, especially for vulnerable victims like minors. The court criticized the Appellate Court for arbitrarily reducing the sentence in a case of custodial rape and child abuse, emphasizing the need for careful consideration and reasoned decisions.","Appellate courts' responsibility: Uphold justice, criticized for arbitrary reduction, need for careful consideration. Case reference: Case No. 0479 of Year 2007."
1456,What is the judiciary's role in ensuring proper sentencing policies?,"According to Case No. 0479 of the Year 2007, the judiciary has a role in ensuring that sentencing policies are properly understood and applied. The court criticized the Appellate Court for being ignorant of sentencing policy, highlighting the need for judicial education and training to ensure consistent and fair sentencing practices.","Judiciary's role in sentencing: Ensure policies are understood and applied, criticized ignorance, need for training. Case reference: Case No. 0479 of Year 2007."
1457,What recourse is available if an appellate court unfairly reduces a sentence?,"While not explicitly addressing this scenario, Case No. 0479 of the Year 2007 suggests that a victim can raise concerns about unfair sentence reductions. The court's criticism of the Appellate Court's arbitrary reduction implies that legal avenues may exist to challenge such decisions and seek a review of the sentence.","Recourse for unfair reduction: Victim can raise concerns, challenge decisions, seek review. Case reference: Case No. 0479 of Year 2007."
1458,What judicial error was identified in the Appellate Court's handling of the rape case?,"The Supreme Court ruled that the Appellate Court acted arbitrarily by reducing the perpetrator’s sentence from 10 to 7 years without considering the crime’s gravity, repetition, or the victim’s trauma. This undermined legislative sentencing guidelines (7-10 years) and ignored custodial rape severity. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).","Appellate Court error: Arbitrary reduction, ignored gravity and trauma, undermined guidelines. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1459,How did the Supreme Court address victim compensation in this case?,"The court mandated the Makwanpur District Court to award the victim half of the perpetrator’s property as compensation for physical, psychological, and economic harm. It clarified that no application is needed under Section 46 of the Chapter of Punishment, emphasizing automatic entitlement. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).","Victim compensation: Mandated half of property, no application needed, automatic entitlement. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1460,What precedent supports victim compensation in rape cases?,"The court referenced Rakesh Kumar Singh v. Government of Nepal (NLR 2064, Part 1, Page 86), where property shares were awarded to victims. This reinforced the victim’s right to compensation without bureaucratic hurdles. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).","Precedent for compensation: Rakesh Kumar Singh v. Government of Nepal, property shares awarded. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1461,How did the Supreme Court characterize the crime in this case?,"The court termed the crime a 'custodial rape,' highlighting the perpetrator’s control over the minor and repeated sexual exploitation. It stressed that such acts warrant maximum penalties under sentencing guidelines. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).","Characterizing the crime: Custodial rape, perpetrator's control, repeated exploitation, warrants maximum penalties. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1462,How did the Supreme Court characterize the crime in this case?,"The court termed the crime a 'custodial rape,' highlighting the perpetrator’s control over the minor and repeated sexual exploitation. It stressed that such acts warrant maximum penalties under sentencing guidelines. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).","Characterizing the crime: Custodial rape, perpetrator's control, repeated exploitation, warrants maximum penalties. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1463,What sentencing directives were issued to lower courts in rape cases?,"The court ordered lower courts to impose sentences based on crime severity, victim impact, and legislative intent (7-10 years). It criticized arbitrary reductions and mandated alignment with constitutional and international child rights protections. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).","Sentencing directives: Base on severity, impact, legislative intent, avoid arbitrary reductions, align with child rights. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1464,Why was Section 46 deemed impractical for minor victims?,"The court noted that Section 46 of the Chapter of Punishment is impractical for minors, as victims cannot disclose perpetrators’ assets. It prioritized Section 10 of the Chapter of Partition for automatic compensation without victim petitions. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).","Section 46 impracticality: Minors cannot disclose assets, prioritize automatic compensation. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1465,How should appellate courts handle sentencing in severe child sexual abuse cases?,"Appellate courts should not arbitrarily reduce sentences imposed by district courts, particularly in severe cases of sexual abuse and child abuse. They must consider the gravity of the crime, the victim's condition, and the legislative intent behind sentencing guidelines. Case reference: Tri Ratna Chitrakar v. the Government of Nepal.","Appellate court approach: Avoid arbitrary reduction, consider gravity and victim condition. Case reference: Tri Ratna Chitrakar v. the Government of Nepal."
1466,What provisions ensure compensation for rape victims?,"Victims of rape are entitled to compensation, which may include a share of the perpetrator's property. This compensation is intended to address the long-term effects of the crime on the victim's life. Case reference: Tri Ratna Chitrakar v. the Government of Nepal.","Compensation provisions: Entitled to compensation, including property share, address long-term effects. Case reference: Tri Ratna Chitrakar v. the Government of Nepal."
1467,How does the court view the severity and impact of rape?,"The court views rape as a heinous and grave crime, not only against the individual victim but also against humanity. The legislature has even provided victims with the right to self-defense to protect their dignity. Case reference: Tri Ratna Chitrakar v. the Government of Nepal.","Severity of rape: Heinous crime, against victim and humanity, right to self-defense. Case reference: Tri Ratna Chitrakar v. the Government of Nepal."
1468,What are the courts' responsibilities in sentencing for sexual crimes?,Both district and appellate courts must lay down reasonable sentences based on the gravity of the crime and the damage caused to the victim. They must adhere to sentencing guidelines provided by the legislature and avoid arbitrary reductions in sentences. Case reference: Tri Ratna Chitrakar v. the Government of Nepal.,"Court responsibilities: Reasonable sentences, adhere to guidelines, avoid arbitrary reductions. Case reference: Tri Ratna Chitrakar v. the Government of Nepal."
1469,How is victim compensation ensured in sexual crimes?,The court ensures that victims receive their rightful compensation by directing lower courts to implement decisions regarding property distribution and by providing clear guidance on the relevant legal provisions. Case reference: Tri Ratna Chitrakar v. the Government of Nepal.,"Ensuring compensation: Direct lower courts, provide guidance on provisions. Case reference: Tri Ratna Chitrakar v. the Government of Nepal."
1470,What sentencing considerations apply in repeated child sexual abuse?,"Judges must consider the gravity of the crime, the repetition of the offense, the victim’s condition, and the modus operandi of the crime. They should adhere to the discretionary provisions provided by the legislature for sentencing. Case reference: Tri Ratna Chitrakar v. the Government of Nepal.","Sentencing considerations: Gravity, repetition, victim condition, modus operandi, adhere to provisions. Case reference: Tri Ratna Chitrakar v. the Government of Nepal."
1471,How are minor victims' rights protected in sexual abuse cases?,"The rights of minor victims are protected through strict sentencing guidelines, ensuring compensation, and recognizing the severity of crimes against them. The court emphasizes that such crimes are not only against the individual but also against humanity. Case reference: Tri Ratna Chitrakar v. the Government of Nepal.","Protecting minor victims: Strict guidelines, ensure compensation, recognize severity, crimes against humanity. Case reference: Tri Ratna Chitrakar v. the Government of Nepal."
1472,What is the legal stance on sentence reduction in severe sexual crimes?,The legal stance is that appellate courts should not arbitrarily reduce sentences without sufficient grounds. Such reductions are considered arbitrary and indicate an ignorance of sentencing policy. Case reference: Tri Ratna Chitrakar v. the Government of Nepal.,"Legal stance on sentence reduction: Should not be arbitrary, indicates ignorance of policy. Case reference: Tri Ratna Chitrakar v. the Government of Nepal."
1473,How were constitutional rights of rape victims addressed in this case?,The court emphasized that constitutional rights under Article 20 (right against exploitation) and Article 39 (child rights) mandate robust protections for victims. It stressed that custodial rape violates dignity and requires strict adherence to compensation mechanisms under Section 10 of the Chapter of Partition. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).,"Constitutional rights of victims: Emphasized robust protections, strict adherence to compensation. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1474,What procedural guidelines were established for rape cases?,"The court mandated lower courts to: (1) prioritize victim impact assessments, (2) avoid arbitrary sentence reductions without justification, and (3) automatically enforce compensation under Section 10 of the Chapter of Partition without requiring victim petitions. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).","Procedural guidelines: Victim impact, avoid arbitrary reductions, automatic compensation. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1475,How was the case linked to Nepal's international human rights obligations?,The court noted that custodial rape of minors contravenes Nepal’s commitments under CEDAW and the CRC. It stressed that sentencing and compensation must align with international standards to protect victims’ dignity and rights. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).,"International human rights: Custodial rape contravenes CEDAW and CRC, align with standards. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1476,What criticism was made regarding judicial training in sentencing?,"The court criticized the Appellate Court’s ignorance of legislative sentencing guidelines (7–10 years) and urged judicial training programs to emphasize proportionality, victim impact, and statutory intent in rape cases. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).","Criticism of judicial training: Ignorance of guidelines, urged emphasis on proportionality and impact. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1477,How was compensation enforcement addressed for minor victims?,"The court ordered the Registrar to oversee the transfer of half the perpetrator’s property to the minor victim, bypassing bureaucratic hurdles. It clarified that minors cannot be expected to navigate legal procedures for compensation. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).","Compensation enforcement: Registrar to oversee transfer, bypass hurdles, minors cannot navigate procedures. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1478,What societal impact is linked to lenient rape sentences?,The court warned that arbitrary sentence reductions erode public trust in the judiciary and embolden perpetrators. It stressed that harsh penalties are essential to deter custodial rape and protect vulnerable minors. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal).,"Societal impact of leniency: Erodes trust, emboldens perpetrators, harsh penalties needed. Case reference: Case No. 0479 of Year 2007 (Tri Ratna Chitrakar v. Government of Nepal)."
1479,How are rape cases classified and why are they sensitive?,"According to Case No. 0402 of the Year 2006, rape cases are classified as cases in which the State is the Party, as per the Schedule of State Cases Act, 2049. They are considered sensitive due to their grave nature and the need to protect victims.","Rape case classification: State is the Party, sensitive due to gravity and victim protection. Case reference: Case No. 0402 of Year 2006."
1480,Is the 35-day limit for filing rape cases adequate?,"Case No. 0402 of the Year 2006 considers the 35-day limitation period for filing cases in rape incidents as very insufficient. The court emphasizes that this short timeframe benefits the perpetrator and further victimizes the victim, hindering their access to justice.","35-day limit adequacy: Deemed insufficient, benefits perpetrator, hinders victim's access. Case reference: Case No. 0402 of Year 2006."
1481,What is the status of the directive to extend the limitation period in rape cases?,"According to Case No. 0402 of the Year 2006, a directive order was issued in Writ No. 3393 of the Year 2061 to extend the 35-day statute of limitation in rape cases. However, the provision made by Section 11 under the Chapter of Rape has not been amended to date.","Directive on extension: Issued but not implemented, Section 11 remains unamended. Case reference: Case No. 0402 of Year 2006."
1482,What orders were issued regarding the limitation period in rape cases?,"Case No. 0402 of the Year 2006 issued an order to the Attorney General to reconsider the issue of extending the limitation. An order was also issued to the Government of Nepal, the Office of the Prime Minister, and the Council of Ministers to reconsider the issue of extending the limitation.",Orders issued: Attorney General and Government to reconsider extension. Case reference: Case No. 0402 of Year 2006.
1483,How do court rulings highlight the impact of short limitation periods in rape cases?,"Case No. 0402 of the Year 2006 highlights that a short limitation period, such as 35 days, for filing rape cases benefits the perpetrator and further victimizes the victim. This hinders the victim's ability to seek justice and reinforces the need for a more extended timeframe.","Impact of short limitation periods: Benefits perpetrator, hinders victim's justice. Case reference: Case No. 0402 of Year 2006."
1484,What recourse is available if a rape victim cannot file within the 35-day limit due to trauma?,"Based on Case No. 0402 of the Year 2006, a rape victim unable to file within the 35-day limit due to trauma or other compelling reasons may still have legal recourse. The court's recognition of this limitation's insufficiency and its directive orders to reconsider the issue suggest that legal avenues may be available to ensure victims are not denied justice due to the short timeframe.",Recourse for delayed filing: Legal avenues may be available despite short timeframe. Case reference: Case No. 0402 of Year 2006.
1485,How do precedents address the need for a victim-centric approach in rape cases?,Case No. 0402 of the Year 2006 emphasizes the need for a victim-centric approach in rape cases. The court's criticism of the 35-day limitation period and its directive orders to reconsider the issue highlight the importance of considering the victim's circumstances and ensuring they have adequate time and opportunity to seek justice.,"Victim-centric approach: Emphasized in rape cases, consider victim's circumstances. Case reference: Case No. 0402 of Year 2006."
1486,What is the Attorney General's role in legal reforms for rape cases?,"According to Case No. 0402 of the Year 2006, the Attorney General, as the principal legal advisor of the government, has a role in advising on legal reforms related to rape cases. The court's order to the Attorney General to reconsider the limitation period issue highlights their responsibility in ensuring laws are just and victim-centric.","Attorney General's role: Advise on legal reforms, ensure just and victim-centric laws. Case reference: Case No. 0402 of Year 2006."
1487,What if the government fails to implement legal reforms on the limitation period?,"While not explicitly addressing this scenario, Case No. 0402 of the Year 2006 suggests that the court can issue further orders or directives to compel the government to implement necessary reforms. The court's emphasis on the urgency of this issue and its direct orders to reconsider the limitation period imply that it can take further action to ensure victims' rights are protected.","Government inaction: Court can compel reforms, protect victims' rights. Case reference: Case No. 0402 of Year 2006."
1488,Why are rape cases treated differently under the law?,"Rape cases are considered sensitive due to the severe trauma and violation they inflict on victims. They are treated as state cases to ensure victims are not denied justice due to procedural limitations. Case reference: Indira Basnet v. the Government of Nepal, et al.","Sensitive nature of rape cases: Severe trauma, treated as state cases to ensure justice. Case reference: Indira Basnet v. the Government of Nepal, et al."
1489,What are the implications of a short limitation period for rape cases?,"A short limitation period can prevent victims from seeking justice, as they may need time to process trauma and gather evidence. It can also benefit perpetrators by limiting the window for prosecution. Case reference: Indira Basnet v. the Government of Nepal, et al.","Implications of short limitation: Prevents justice, benefits perpetrators. Case reference: Indira Basnet v. the Government of Nepal, et al."
1490,What has the court done to address the limitation period issue?,"The court has issued directive orders to extend the limitation period, recognizing its insufficiency. It has also called for legislative amendments to ensure victims have adequate time to seek justice. Case reference: Indira Basnet v. the Government of Nepal, et al.","Court actions: Issued directives, called for amendments. Case reference: Indira Basnet v. the Government of Nepal, et al."
1491,What is the role of the Attorney General and government in addressing the limitation period?,"The Attorney General, as the government's legal advisor, is directed to reconsider the issue of extending the limitation period. The government is ordered to review and amend the relevant legal provisions. Case reference: Indira Basnet v. the Government of Nepal, et al.","Role of Attorney General and government: Reconsider and amend limitation period. Case reference: Indira Basnet v. the Government of Nepal, et al."
1492,How does the court view the 35-day limitation period for rape cases?,"The court views the 35-day limitation period as insufficient and detrimental to victims. It recognizes that this short period can further victimize victims and benefit perpetrators. Case reference: Indira Basnet v. the Government of Nepal, et al.","Court's view on 35-day limit: Insufficient, detrimental to victims. Case reference: Indira Basnet v. the Government of Nepal, et al."
1493,What are the implications of not amending the limitation period despite directives?,"Not amending the limitation period despite court directives indicates a failure to address a grave and serious issue. It can result in continued injustice for rape victims and undermine the court's efforts to protect their rights. Case reference: Indira Basnet v. the Government of Nepal, et al.","Implications of inaction: Continued injustice, undermines court's efforts. Case reference: Indira Basnet v. the Government of Nepal, et al."
1494,How does the court balance timely justice with rape victims' challenges?,"The court recognizes the need for timely justice but prioritizes the rights of victims. It seeks to extend the limitation period to provide victims with adequate time to report crimes, acknowledging the trauma and challenges they face. Case reference: Indira Basnet v. the Government of Nepal, et al.","Balancing justice and victims' challenges: Prioritizes rights, seeks to extend limitation. Case reference: Indira Basnet v. the Government of Nepal, et al."
1495,What is the significance of including rape cases in the State Cases Act?,"Including rape cases in the Schedule of State Cases Act signifies their importance and sensitivity. It ensures the state takes a proactive role in prosecuting these cases, recognizing the need to protect victims' rights. Case reference: Indira Basnet v. the Government of Nepal, et al.","Significance of State Cases Act: Signifies importance, ensures proactive prosecution. Case reference: Indira Basnet v. the Government of Nepal, et al."
