,Instruction,text,finetunetext
157,What can be  the punishment for Gender-Based Violence by Police: Violence against women by law enforcement,"For the offence of Gender-Based Violence by Police: Violence against women by law enforcement, the punishment is Up to 7 years imprisonment and a fine of up to NPR 70,000 according to the section of Muluki Ain (General Code), Chapter on Sexual Offenses, Section 221.","<s>[INST] What can be  the punishment for Gender-Based Violence by Police: Violence against women by law enforcement according the law and acts of Nepal? [/INST]  For the offence of Gender-Based Violence by Police: Violence against women by law enforcement ,the punishment is Up to 7 years imprisonment and a fine of up to NPR 70,000 according to the section of Muluki Ain (General Code), Chapter on Sexual Offenses, Section 221.</s>"
158,What can be  the punishment for Denial of Legal Rights: Preventing a woman from accessing legal rights,"For the offence of Denial of Legal Rights: Preventing a woman from accessing legal rights, the punishment is Legal action to ensure access to justice according to the section of Constitution of Nepal, Article 20.","<s>[INST] What can be  the punishment for Denial of Legal Rights: Preventing a woman from accessing legal rights according the law and acts of Nepal? [/INST]  For the offence of Denial of Legal Rights: Preventing a woman from accessing legal rights ,the punishment is Legal action to ensure access to justice according to the section of Constitution of Nepal, Article 20.</s>"
159,What can be  the punishment for Violation of Labor Rights: Denying a woman her labor rights,"For the offence of Violation of Labor Rights: Denying a woman her labor rights, the punishment is Legal action to restore rights according to the section of Labor Act, 2017, Section 132.","<s>[INST] What can be  the punishment for Violation of Labor Rights: Denying a woman her labor rights according the law and acts of Nepal? [/INST]  For the offence of Violation of Labor Rights: Denying a woman her labor rights ,the punishment is Legal action to restore rights according to the section of Labor Act, 2017, Section 132.</s>"
160,What can be  the punishment for Child Labor: Employing a girl child in hazardous work,"For the offence of Child Labor: Employing a girl child in hazardous work, the punishment is Up to 5 years imprisonment and a fine of up to NPR 50,000 according to the section of Child Rights Act, 2018, Section 66.","<s>[INST] What can be  the punishment for Child Labor: Employing a girl child in hazardous work according the law and acts of Nepal? [/INST]  For the offence of Child Labor: Employing a girl child in hazardous work ,the punishment is Up to 5 years imprisonment and a fine of up to NPR 50,000 according to the section of Child Rights Act, 2018, Section 66.</s>"
161,What can be  the punishment for Forced Begging: Coercing a woman into begging,"For the offence of Forced Begging: Coercing a woman into begging, the punishment is Up to 5 years imprisonment and a fine of up to NPR 50,000 according to the section of Muluki Ain (General Code), Chapter on Human Trafficking, Section 230.","<s>[INST] What can be  the punishment for Forced Begging: Coercing a woman into begging according the law and acts of Nepal? [/INST]  For the offence of Forced Begging: Coercing a woman into begging ,the punishment is Up to 5 years imprisonment and a fine of up to NPR 50,000 according to the section of Muluki Ain (General Code), Chapter on Human Trafficking, Section 230.</s>"
162,What can be  the punishment for Violent Extremism: Encouraging violence against women through extremist ideologies,"For the offence of Violent Extremism: Encouraging violence against women through extremist ideologies, the punishment is Legal action to prevent and punish according to the section of Constitution of Nepal, Article 51.","<s>[INST] What can be  the punishment for Violent Extremism: Encouraging violence against women through extremist ideologies according the law and acts of Nepal? [/INST]  For the offence of Violent Extremism: Encouraging violence against women through extremist ideologies ,the punishment is Legal action to prevent and punish according to the section of Constitution of Nepal, Article 51.</s>"
163,What can be  the punishment for Forced Medical Interventions: Coercing a woman into medical procedures without consent,"For the offence of Forced Medical Interventions: Coercing a woman into medical procedures without consent, the punishment is Up to 7 years imprisonment according to the section of Constitution of Nepal, Article 35.","<s>[INST] What can be  the punishment for Forced Medical Interventions: Coercing a woman into medical procedures without consent according the law and acts of Nepal? [/INST]  For the offence of Forced Medical Interventions: Coercing a woman into medical procedures without consent ,the punishment is Up to 7 years imprisonment according to the section of Constitution of Nepal, Article 35.</s>"
164,What can be  the punishment for Violence Against Pregnant Women: Any form of violence against a pregnant woman,"For the offence of Violence Against Pregnant Women: Any form of violence against a pregnant woman, the punishment is Up to 10 years imprisonment and a fine of up to NPR 100,000 according to the section of Muluki Ain (General Code), Chapter on Hurt and Battery, Section 193.","<s>[INST] What can be  the punishment for Violence Against Pregnant Women: Any form of violence against a pregnant woman according the law and acts of Nepal? [/INST]  For the offence of Violence Against Pregnant Women: Any form of violence against a pregnant woman ,the punishment is Up to 10 years imprisonment and a fine of up to NPR 100,000 according to the section of Muluki Ain (General Code), Chapter on Hurt and Battery, Section 193.</s>"
165,What can be  the punishment for Gender-Based Workplace Harassment: Harassment at the workplace based on gender,"For the offence of Gender-Based Workplace Harassment: Harassment at the workplace based on gender, the punishment is Up to 3 years imprisonment and a fine of up to NPR 30,000 according to the section of Sexual Harassment at Workplace Prevention Act, 2015, Section 5.","<s>[INST] What can be  the punishment for Gender-Based Workplace Harassment: Harassment at the workplace based on gender according the law and acts of Nepal? [/INST]  For the offence of Gender-Based Workplace Harassment: Harassment at the workplace based on gender ,the punishment is Up to 3 years imprisonment and a fine of up to NPR 30,000 according to the section of Sexual Harassment at Workplace Prevention Act, 2015, Section 5.</s>"
166,What can be  the punishment for Coercive Marriage Practices: Forcing a woman into marriage,"For the offence of Coercive Marriage Practices: Forcing a woman into marriage, the punishment is Up to 3 years imprisonment and a fine of up to NPR 10,000 according to the section of Muluki Ain (General Code), Chapter on Marriage, Section 173.","<s>[INST] What can be  the punishment for Coercive Marriage Practices: Forcing a woman into marriage according the law and acts of Nepal? [/INST]  For the offence of Coercive Marriage Practices: Forcing a woman into marriage ,the punishment is Up to 3 years imprisonment and a fine of up to NPR 10,000 according to the section of Muluki Ain (General Code), Chapter on Marriage, Section 173.</s>"
167,What can be  the punishment for Violation of Child Rights: Denying a girl child her legal rights,"For the offence of Violation of Child Rights: Denying a girl child her legal rights, the punishment is Legal action to restore rights according to the section of Child Rights Act, 2018, Section 66.","<s>[INST] What can be  the punishment for Violation of Child Rights: Denying a girl child her legal rights according the law and acts of Nepal? [/INST]  For the offence of Violation of Child Rights: Denying a girl child her legal rights ,the punishment is Legal action to restore rights according to the section of Child Rights Act, 2018, Section 66.</s>"
168,What can be  the punishment for Forced Outing: Disclosing a woman's gender identity or sexual orientation without consent,"For the offence of Forced Outing: Disclosing a woman's gender identity or sexual orientation without consent, the punishment is Up to 5 years imprisonment and a fine of up to NPR 50,000 according to the section of Constitution of Nepal, Article 28.","<s>[INST] What can be  the punishment for Forced Outing: Disclosing a woman's gender identity or sexual orientation without consent according the law and acts of Nepal? [/INST]  For the offence of Forced Outing: Disclosing a woman's gender identity or sexual orientation without consent ,the punishment is Up to 5 years imprisonment and a fine of up to NPR 50,000 according to the section of Constitution of Nepal, Article 28.</s>"
169,What can be  the punishment for Gender-Based Violence in Custody: Violence against women in detention,"For the offence of Gender-Based Violence in Custody: Violence against women in detention, the punishment is Up to 7 years imprisonment and a fine of up to NPR 70,000 according to the section of Muluki Ain (General Code), Chapter on Sexual Offenses, Section 221.","<s>[INST] What can be  the punishment for Gender-Based Violence in Custody: Violence against women in detention according the law and acts of Nepal? [/INST]  For the offence of Gender-Based Violence in Custody: Violence against women in detention ,the punishment is Up to 7 years imprisonment and a fine of up to NPR 70,000 according to the section of Muluki Ain (General Code), Chapter on Sexual Offenses, Section 221.</s>"
170,What can be  the punishment for Violation of Domestic Rights: Denying a woman her rights within the household,"For the offence of Violation of Domestic Rights: Denying a woman her rights within the household, the punishment is Legal action to restore rights according to the section of Domestic Violence (Crime and Punishment) Act, 2009, Section 4.","<s>[INST] What can be  the punishment for Violation of Domestic Rights: Denying a woman her rights within the household according the law and acts of Nepal? [/INST]  For the offence of Violation of Domestic Rights: Denying a woman her rights within the household ,the punishment is Legal action to restore rights according to the section of Domestic Violence (Crime and Punishment) Act, 2009, Section 4.</s>"
171,What can be  the punishment for Forced Military Service: Coercing a woman into military service,"For the offence of Forced Military Service: Coercing a woman into military service, the punishment is Legal action to prevent and punish according to the section of Constitution of Nepal, Article 45.","<s>[INST] What can be  the punishment for Forced Military Service: Coercing a woman into military service according the law and acts of Nepal? [/INST]  For the offence of Forced Military Service: Coercing a woman into military service ,the punishment is Legal action to prevent and punish according to the section of Constitution of Nepal, Article 45.</s>"
172,What can be  the punishment for Gender-Based Immigration Control: Discriminatory practices in immigration based on gender,"For the offence of Gender-Based Immigration Control: Discriminatory practices in immigration based on gender, the punishment is Legal action to ensure non-discrimination according to the section of Constitution of Nepal, Article 18.","<s>[INST] What can be  the punishment for Gender-Based Immigration Control: Discriminatory practices in immigration based on gender according the law and acts of Nepal? [/INST]  For the offence of Gender-Based Immigration Control: Discriminatory practices in immigration based on gender ,the punishment is Legal action to ensure non-discrimination according to the section of Constitution of Nepal, Article 18.</s>"
173,What can be  the punishment for Violation of Voting Rights: Preventing a woman from exercising her voting rights,"For the offence of Violation of Voting Rights: Preventing a woman from exercising her voting rights, the punishment is Legal action to ensure voting rights according to the section of Constitution of Nepal, Article 84.","<s>[INST] What can be  the punishment for Violation of Voting Rights: Preventing a woman from exercising her voting rights according the law and acts of Nepal? [/INST]  For the offence of Violation of Voting Rights: Preventing a woman from exercising her voting rights ,the punishment is Legal action to ensure voting rights according to the section of Constitution of Nepal, Article 84.</s>"
